GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
1489	9.20e-12	5.50e-14	0.1093	-7.51943	-0.8215982	488.97	CTF1	cardiotrophin 1
7086	9.63e-12	5.85e-14	0.1161	7.51132	0.8723319	875.43	TKT	transketolase
387914	9.63e-12	5.86e-14	0.4691	-7.51119	-3.5237272	15.96	SHISA2	shisa family member 2
79144	9.76e-12	5.99e-14	0.1414	-7.50828	-1.0614141	4707.9	PPDPF	pancreatic progenitor cell differentiation and proliferation factor
84792	1.04e-11	6.46e-14	0.0825	7.49844	0.6187084	612.84	FAM220A	family with sequence similarity 220 member A
23518	1.11e-11	6.95e-14	0.0682	7.48884	0.5105772	502.43	R3HDM1	R3H domain containing 1
7324	1.33e-11	8.50e-14	0.0437	7.46229	0.3261469	1021.85	UBE2E1	ubiquitin conjugating enzyme E2 E1
55856	1.33e-11	8.47e-14	0.0694	7.4628	0.5181437	1383.45	ACOT13	acyl-CoA thioesterase 13
4192	1.33e-11	8.38e-14	0.1858	-7.46428	-1.3870688	162.05	MDK	midkine
57414	1.42e-11	9.13e-14	0.0728	-7.45292	-0.542646	747.71	RHBDD2	rhomboid domain containing 2
7084	1.56e-11	1.01e-13	0.0524	-7.43915	-0.3899851	771.78	TK2	thymidine kinase 2
100302254	1.57e-11	1.03e-13	0.1169	7.43751	0.8694344	819.62	MIR1282	microRNA 1282
79109	1.73e-11	1.14e-13	0.057	7.42322	0.4234507	2818.56	MAPKAP1	MAPK associated protein 1
352909	1.75e-11	1.16e-13	0.2357	-7.42081	-1.7490447	743.84	DNAAF3	dynein axonemal assembly factor 3
22803	1.83e-11	1.23e-13	0.0434	7.41374	0.3220312	1560.06	XRN2	5'-3' exoribonuclease 2
7483	1.87e-11	1.27e-13	0.4481	-7.4097	-3.320506	996.16	WNT9A	Wnt family member 9A
197335	2.07e-11	1.41e-13	0.0954	-7.39559	-0.7053395	292.88	WDR90	WD repeat domain 90
4056	2.07e-11	1.43e-13	0.1855	-7.39309	-1.3716985	52.66	LTC4S	leukotriene C4 synthase
201134	2.07e-11	1.43e-13	0.0892	7.39356	0.6596734	486.5	CEP112	centrosomal protein 112
1622	2.13e-11	1.48e-13	0.1122	7.38859	0.8287616	5686.73	DBI	diazepam binding inhibitor, acyl-CoA binding protein
4831	2.19e-11	1.54e-13	0.082	7.38408	0.6055621	1094.52	NME2	NME/NM23 nucleoside diphosphate kinase 2
105370573	2.36e-11	1.67e-13	0.1181	-7.373	-0.870945	48.25	LOC105370573	uncharacterized LOC105370573
392	2.63e-11	1.87e-13	0.1024	-7.35745	-0.7534981	4296.44	ARHGAP1	Rho GTPase activating protein 1
112885	2.76e-11	1.98e-13	0.2751	-7.35028	-2.0220351	20.15	PHF21B	PHD finger protein 21B
728643	2.89e-11	2.09e-13	0.107	-7.34304	-0.7859137	58.81	HNRNPA1P33	heterogeneous nuclear ribonucleoprotein A1 pseudogene 33
56261	2.89e-11	2.11e-13	0.1134	-7.34174	-0.8328585	1177.12	GPCPD1	glycerophosphocholine phosphodiesterase 1
51582	2.90e-11	2.13e-13	0.1346	-7.34068	-0.9879895	2929.83	AZIN1	antizyme inhibitor 1
105371038	2.95e-11	2.18e-13	0.1438	7.33726	1.0550689	54.54	LOC105371038	uncharacterized LOC105371038
107986158	3.24e-11	2.41e-13	0.1255	-7.32383	-0.9192621	56.08	LOC107986158	
400569	3.28e-11	2.46e-13	0.0622	7.32125	0.4556988	301.11	MED11	mediator complex subunit 11
147841	3.44e-11	2.60e-13	0.1648	7.31377	1.2055625	46.9	SPC24	SPC24 component of NDC80 kinetochore complex
26019	3.51e-11	2.67e-13	0.0686	7.31012	0.5016704	1203	UPF2	UPF2 regulator of nonsense mediated mRNA decay
3163	3.60e-11	2.76e-13	0.1258	7.30581	0.9188681	2095.96	HMOX2	heme oxygenase 2
114881	3.70e-11	2.85e-13	0.0806	-7.30139	-0.5887415	274.9	OSBPL7	oxysterol binding protein like 7
80352	3.76e-11	2.91e-13	0.0958	7.29844	0.6994113	75.34	RNF39	ring finger protein 39
100379251	3.86e-11	3.01e-13	0.5653	-7.29399	-4.1234123	5903.54	NPPA-AS1	NPPA antisense RNA 1
3898	3.95e-11	3.10e-13	0.3089	7.29	2.2521739	212.58	LAD1	ladinin 1
654364	4.43e-11	3.50e-13	0.0823	7.27357	0.5989326	1170.64	NME1-NME2	NME1-NME2 readthrough
107986126	4.73e-11	3.77e-13	0.1343	-7.26367	-0.9751641	54.8	LOC107986126	uncharacterized LOC107986126
651746	4.75e-11	3.80e-13	0.1947	-7.26241	-1.4137544	732.32	ANKRD33B	ankyrin repeat domain 33B
65982	4.76e-11	3.84e-13	0.0839	-7.26108	-0.6092938	2084.71	ZSCAN18	zinc finger and SCAN domain containing 18
1981	5.19e-11	4.21e-13	0.0583	7.24857	0.4223765	9468.25	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
3717	5.63e-11	4.60e-13	0.1713	-7.23671	-1.2393484	2503.54	JAK2	Janus kinase 2
27101	5.72e-11	4.70e-13	0.0833	7.23359	0.6027796	1028.04	CACYBP	calcyclin binding protein
94122	5.76e-11	4.76e-13	0.4554	-7.23193	-3.2932631	49.91	SYTL5	synaptotagmin like 5
6524	6.50e-11	5.41e-13	0.0832	-7.21466	-0.6001678	150	SLC5A2	solute carrier family 5 member 2
113675	6.98e-11	5.84e-13	0.1875	-7.20407	-1.3506949	269.46	SDSL	serine dehydratase like
55362	7.60e-11	6.41e-13	0.0678	7.19156	0.4874875	1010.1	TMEM63B	transmembrane protein 63B
4194	7.68e-11	6.55e-13	0.0654	-7.18842	-0.470179	1394.64	MDM4	MDM4 regulator of p53
79667	7.68e-11	6.56e-13	0.1475	-7.1884	-1.0602751	64.56	KLF3-AS1	KLF3 antisense RNA 1
729867	7.87e-11	6.76e-13	0.1343	7.18427	0.9647633	86.06	LOC729867	uncharacterized LOC729867
11222	8.20e-11	7.12e-13	0.0557	7.17709	0.3999023	1326.29	MRPL3	mitochondrial ribosomal protein L3
51319	8.20e-11	7.11e-13	0.0491	7.17735	0.3522486	387.53	RSRC1	arginine and serine rich coiled-coil 1
84446	8.42e-11	7.36e-13	0.1801	-7.17254	-1.291585	163.47	BRSK1	BR serine/threonine kinase 1
84286	9.09e-11	7.99e-13	0.053	-7.16125	-0.3798548	513.86	TMEM175	transmembrane protein 175
386724	9.73e-11	8.60e-13	0.1101	-7.15121	-0.7872522	92.79	AMIGO3	adhesion molecule with Ig like domain 3
133396	9.81e-11	8.72e-13	0.5023	-7.1493	-3.5911444	43.76	IL31RA	interleukin 31 receptor A
22891	9.96e-11	8.91e-13	0.3954	-7.14641	-2.8256598	26.13	ZNF365	zinc finger protein 365
80254	1.11e-10	9.94e-13	0.071	7.13127	0.5061083	1245.69	CEP63	centrosomal protein 63
55214	1.11e-10	1.01e-12	0.3181	-7.12945	-2.2677407	381.26	P3H2	prolyl 3-hydroxylase 2
84991	1.12e-10	1.02e-12	0.0571	7.1282	0.4073449	2194.21	RBM17	RNA binding motif protein 17
6036	1.14e-10	1.05e-12	0.4577	7.1236	3.2601216	16.65	RNASE2	ribonuclease A family member 2
4122	1.14e-10	1.05e-12	0.1082	7.12359	0.7709209	4208.94	MAN2A2	mannosidase alpha class 2A member 2
5764	1.33e-10	1.24e-12	0.1969	-7.10062	-1.3979169	1272.04	PTN	pleiotrophin
27043	1.33e-10	1.24e-12	0.07	-7.1012	-0.4967598	1211.19	PELP1	proline, glutamate and leucine rich protein 1
669	1.48e-10	1.39e-12	0.0634	7.08528	0.4490543	453.2	BPGM	bisphosphoglycerate mutase
8439	1.59e-10	1.49e-12	0.0531	7.07504	0.3754896	863.82	NSMAF	neutral sphingomyelinase activation associated factor
83940	1.67e-10	1.58e-12	0.0921	7.06743	0.6506919	975.43	TATDN1	TatD DNase domain containing 1
10949	1.70e-10	1.62e-12	0.06	-7.06369	-0.4235212	2185.15	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
123803	1.70e-10	1.62e-12	0.1071	7.06349	0.7566865	413.75	NTAN1	N-terminal asparagine amidase
51343	1.79e-10	1.72e-12	0.0602	-7.05564	-0.4246491	703.66	FZR1	fizzy and cell division cycle 20 related 1
56965	1.81e-10	1.75e-12	0.0654	7.05301	0.4615891	1124.02	PARP6	poly(ADP-ribose) polymerase family member 6
8463	1.83e-10	1.78e-12	0.0943	7.05103	0.6651877	1346.75	TEAD2	TEA domain transcription factor 2
1499	1.83e-10	1.79e-12	0.0401	-7.04992	-0.2823923	5914.79	CTNNB1	catenin beta 1
4199	1.84e-10	1.81e-12	0.0864	7.04811	0.6088007	922.18	ME1	malic enzyme 1
11186	1.87e-10	1.85e-12	0.1184	-7.04502	-0.8338731	613.99	RASSF1	Ras association domain family member 1
8677	1.87e-10	1.85e-12	0.0635	7.04523	0.447558	539.98	STX10	syntaxin 10
5518	1.90e-10	1.89e-12	0.064	-7.04205	-0.4507797	10610.2	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
80760	1.96e-10	1.97e-12	0.1638	-7.03641	-1.1523578	1474.49	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5
81890	1.96e-10	1.98e-12	0.067	-7.03578	-0.4713566	504.19	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1
100529067	1.97e-10	2.00e-12	0.112	7.03446	0.7878863	1314.35	SERF2-C15ORF63	SERF2-C15orf63 readthrough
105371084	2.04e-10	2.08e-12	0.0757	7.02918	0.5323931	141.57	RSL1D1-DT	RSL1D1 divergent transcript
246181	2.04e-10	2.09e-12	0.1409	-7.02835	-0.9904212	26.18	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)
79971	2.13e-10	2.20e-12	0.0516	-7.02138	-0.3625194	2495.45	WLS	Wnt ligand secretion mediator
100616400	2.13e-10	2.20e-12	0.1935	-7.02089	-1.3584666	13.35	MIR3198-2	microRNA 3198-2
4591	2.20e-10	2.29e-12	0.0752	7.01586	0.5274751	879.06	TRIM37	tripartite motif containing 37
105373581	2.25e-10	2.35e-12	0.1404	7.01198	0.9846951	72.43	LOC105373581	uncharacterized LOC105373581
7919	2.38e-10	2.50e-12	0.0526	-7.00349	-0.3687298	2162.28	DDX39B	DExD-box helicase 39B
100463488	2.38e-10	2.52e-12	0.2388	-7.00244	-1.6723999	900.31	MTRNR2L10	MT-RNR2 like 10 (pseudogene)
102723704	2.38e-10	2.54e-12	0.0667	7.00123	0.4669366	260.94	LOC102723704	uncharacterized LOC102723704
23287	2.38e-10	2.54e-12	0.1173	7.00097	0.8215063	1467.36	AGTPBP1	ATP/GTP binding carboxypeptidase 1
23310	2.39e-10	2.56e-12	0.0624	-6.99999	-0.4369083	932.1	NCAPD3	non-SMC condensin II complex subunit D3
5371	2.46e-10	2.65e-12	0.0624	-6.99498	-0.4366944	1011.81	PML	PML nuclear body scaffold
102724805	2.55e-10	2.79e-12	0.2591	-6.98802	-1.8107908	60.67	LOC102724805	uncharacterized LOC102724805
100532737	2.55e-10	2.78e-12	0.0526	-6.9886	-0.3679146	2172.24	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)
57595	2.55e-10	2.78e-12	0.1534	-6.98843	-1.0716849	180.94	PDZD4	PDZ domain containing 4
5713	2.78e-10	3.05e-12	0.0626	6.97548	0.4367061	3872.66	PSMD7	proteasome 26S subunit, non-ATPase 7
8745	2.78e-10	3.07e-12	0.0879	6.9746	0.6129955	3794.01	ADAM23	ADAM metallopeptidase domain 23
10715	2.86e-10	3.17e-12	0.2109	-6.96993	-1.4696592	25.01	CERS1	ceramide synthase 1
3716	2.88e-10	3.20e-12	0.0962	6.9685	0.6703943	6272.55	JAK1	Janus kinase 1
10644	2.98e-10	3.34e-12	0.0855	6.96283	0.5955051	604.99	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
55240	3.04e-10	3.41e-12	0.1655	6.95964	1.1520938	342.28	STEAP3	STEAP3 metalloreductase
55799	3.08e-10	3.48e-12	0.1699	6.95691	1.1820671	855.56	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
79973	3.50e-10	3.97e-12	0.1241	-6.93815	-0.8613102	67.95	ZNF442	zinc finger protein 442
23383	3.58e-10	4.07e-12	0.0612	-6.93458	-0.4245873	1801.4	MAU2	MAU2 sister chromatid cohesion factor
106635683	3.62e-10	4.15e-12	0.1522	-6.93204	-1.0553456	877.19	SNORD141A	small nucleolar RNA, C/D box 141A
284297	3.66e-10	4.20e-12	0.2559	-6.93017	-1.7735581	519.54	SSC5D	scavenger receptor cysteine rich family member with 5 domains
144481	3.94e-10	4.55e-12	0.2364	-6.91886	-1.6357291	20.57	SOCS2-AS1	SOCS2 antisense RNA 1
387522	4.00e-10	4.64e-12	0.0596	6.91611	0.4124239	1256.84	PEDS1-UBE2V1	PEDS1-UBE2V1 readthrough
149345	4.04e-10	4.70e-12	0.1235	6.91422	0.8540484	2028.71	SHISA4	shisa family member 4
2252	4.22e-10	4.94e-12	0.1893	6.90724	1.3073733	436.95	FGF7	fibroblast growth factor 7
284034	4.22e-10	4.96e-12	0.2783	-6.90659	-1.9220208	21.36	LINC00670	long intergenic non-protein coding RNA 670
109623486	4.41e-10	5.21e-12	0.2002	-6.89967	-1.3815529	12.2	SNORD153	small nucleolar RNA, C/D box 153
79828	4.45e-10	5.28e-12	0.0678	6.89787	0.4679881	261.27	METTL8	methyltransferase 8, methylcytidine
9372	4.46e-10	5.32e-12	0.0624	6.89681	0.4303338	860.45	ZFYVE9	zinc finger FYVE-type containing 9
10768	4.49e-10	5.37e-12	0.0401	6.89538	0.2763891	2696.85	AHCYL1	adenosylhomocysteinase like 1
105373244	4.92e-10	5.91e-12	0.178	-6.88183	-1.2249619	90.62	LOC105373244	uncharacterized LOC105373244
1781	4.92e-10	5.93e-12	0.0394	6.88121	0.2709459	2378.28	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
4675	5.18e-10	6.28e-12	0.2562	-6.87306	-1.7608782	301.48	NAP1L3	nucleosome assembly protein 1 like 3
123099	5.34e-10	6.52e-12	0.1034	-6.86781	-0.7100179	101.61	DEGS2	delta 4-desaturase, sphingolipid 2
