GeneID	Symbol	Description	log10baseMean	log2FC
128338	DRAM2	DNA damage regulated autophagy modulator 2	2.939	0.281
1117	CHI3L2	chitinase 3 like 2	1.545	1.134
128344	PIFO	primary cilia formation	2.326	0.364
515	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	4.059	0.224
57413	TMIGD3	transmembrane and immunoglobulin domain containing 3	1.46	1.013
100129269	LINC01160	long intergenic non-protein coding RNA 1160	1.435	-0.794
55924	INKA2	inka box actin regulator 2	3.181	0.602
3752	KCND3	potassium voltage-gated channel subfamily D member 3	3.145	0.734
100996251	LRIG2-DT	LRIG2 divergent transcript	1.308	-0.941
9860	LRIG2	leucine rich repeats and immunoglobulin like domains 2	2.874	-0.307
54665	RSBN1	round spermatid basic protein 1	2.677	-0.248
100287722	AP4B1-AS1	AP4B1 antisense RNA 1	1.957	-0.153
10717	AP4B1	adaptor related protein complex 4 subunit beta 1	2.631	-0.337
56944	OLFML3	olfactomedin like 3	2.781	-0.547
7812	CSDE1	cold shock domain containing E1	4.531	0.233
10100	TSPAN2	tetraspanin 2	2.161	0.554
4803	NGF	nerve growth factor	2.079	0.76
55356	SLC22A15	solute carrier family 22 member 15	2.632	0.366
965	CD58	CD58 molecule	2.857	0.258
914	CD2	CD2 molecule	1.44	-0.882
5738	PTGFRN	prostaglandin F2 receptor inhibitor	3.545	-0.719
9398	CD101	CD101 molecule	3.064	-0.779
8458	TTF2	transcription termination factor 2	2.558	-0.247
79679	VTCN1	V-set domain containing T cell activation inhibitor 1	1.142	-0.759
54855	TENT5C	terminal nucleotidyltransferase 5C	2.728	0.908
105378929	LOC105378929	uncharacterized LOC105378929	1.187	1.334
200162	SPAG17	sperm associated antigen 17	1.25	0.661
128102	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4	1.24	0.977
3158	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	2.909	2.413
100996724	PDE4DIPP2	PDE4DIP pseudogene 2	4.353	0.339
107985524	LOC107985524	uncharacterized LOC107985524	1.714	-0.846
2210	FCGR1BP	Fc gamma receptor Ib, pseudogene	1.381	0.67
107985194	LINC02798	long intergenic non-protein coding RNA 2798	1.821	-1.958
107985201	LOC107985201	uncharacterized LOC107985201	1.21	-0.411
100132417	FCGR1CP	Fc gamma receptor Ic, pseudogene	1.182	0.846
103091866	LINC01145	long intergenic non-protein coding RNA 1145	1.585	-0.429
653519	GPR89A	G protein-coupled receptor 89A	2.496	0.352
11126	CD160	CD160 molecule	1.988	-0.785
200035	NUDT17	nudix hydrolase 17	2.162	-0.176
10401	PIAS3	protein inhibitor of activated STAT 3	2.863	-0.155
148741	ANKRD35	ankyrin repeat domain 35	1.726	-0.452
8515	ITGA10	integrin subunit alpha 10	2.626	-1.18
8799	PEX11B	peroxisomal biogenesis factor 11 beta	2.816	-0.147
114814	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)	2.107	0.214
105371260	LIX1L-AS1	LIX1L antisense RNA 1	1.81	0.293
170688	NUDT4P2	nudix hydrolase 4 pseudogene 2	3.502	0.578
102724364	SEC22B4P	SEC22 homolog B4, pseudogene	2.477	-0.148
100996756	LOC100996756	uncharacterized LOC100996756	1.618	0.794
728989	LOC728989	phosphodiesterase 4D interacting protein pseudogene	2.769	-0.375
5565	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	3.508	0.292
2330	FMO5	flavin containing dimethylaniline monoxygenase 5	2.72	0.838
607	BCL9	BCL9 transcription coactivator	2.909	-0.309
51463	GPR89B	G protein-coupled receptor 89B	2.49	0.356
100996763	NOTCH2NLB	notch 2 N-terminal like B	2.082	-0.369
440672	NUDT4B	nudix hydrolase 4B	3.508	0.567
9659	PDE4DIP	phosphodiesterase 4D interacting protein	4.645	0.273
100996717	NOTCH2NLC	notch 2 N-terminal like C	2.083	-0.413
2209	FCGR1A	Fc gamma receptor Ia	1.508	0.713
9900	SV2A	synaptic vesicle glycoprotein 2A	1.472	-0.728
10262	SF3B4	splicing factor 3b subunit 4	2.815	-0.173
10903	MTMR11	myotubularin related protein 11	2.358	-0.452
51177	PLEKHO1	pleckstrin homology domain containing O1	3.166	0.639
81611	ANP32E	acidic nuclear phosphoprotein 32 family member E	3.123	-0.445
23632	CA14	carbonic anhydrase 14	2.557	0.751
51107	APH1A	aph-1 homolog A, gamma-secretase subunit	3.202	-0.364
79630	C1orf54	chromosome 1 open reading frame 54	2.207	-0.338
54460	MRPS21	mitochondrial ribosomal protein S21	3.129	0.222
80222	TARS2	threonyl-tRNA synthetase 2, mitochondrial	3.029	-0.232
1893	ECM1	extracellular matrix protein 1	3.017	-0.403
4170	MCL1	MCL1 apoptosis regulator, BCL2 family member	3.91	-0.385
55204	GOLPH3L	golgi phosphoprotein 3 like	2.696	0.164
1513	CTSK	cathepsin K	2.646	-0.962
55793	MINDY1	MINDY lysine 48 deubiquitinase 1	3.169	0.188
56882	CDC42SE1	CDC42 small effector 1	3.271	-0.321
10962	MLLT11	MLLT11 transcription factor 7 cofactor	3.268	-0.765
126626	GABPB2	GA binding protein transcription factor subunit beta 2	2.88	-0.437
79626	TNFAIP8L2	TNF alpha induced protein 8 like 2	1.439	0.633
5710	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4	3.445	0.158
57592	ZNF687	zinc finger protein 687	2.758	-0.208
5298	PI4KB	phosphatidylinositol 4-kinase beta	3.225	-0.177
5692	PSMB4	proteasome 20S subunit beta 4	3.477	-0.19
23126	POGZ	pogo transposable element derived with ZNF domain	3.378	-0.307
7286	TUFT1	tuftelin 1	2.373	-0.522
11189	CELF3	CUGBP Elav-like family member 3	2.458	-0.184
65005	MRPL9	mitochondrial ribosomal protein L9	2.821	0.185
100132111	C2CD4D-AS1	C2CD4D and THEM5 antisense RNA 1	1.451	-0.635
284486	THEM5	thioesterase superfamily member 5	0.869	-0.917
6281	S100A10	S100 calcium binding protein A10	3.333	0.862
6282	S100A11	S100 calcium binding protein A11	3.028	0.425
339400	FLG-AS1	FLG antisense RNA 1	1.816	-0.734
6280	S100A9	S100 calcium binding protein A9	2.753	1.363
6279	S100A8	S100 calcium binding protein A8	2.382	0.901
6275	S100A4	S100 calcium binding protein A4	2.988	0.491
6274	S100A3	S100 calcium binding protein A3	0.973	1.399
140576	S100A16	S100 calcium binding protein A16	2.908	0.314
57402	S100A14	S100 calcium binding protein A14	1.812	0.678
3608	ILF2	interleukin enhancer binding factor 2	3.35	0.176
65123	INTS3	integrator complex subunit 3	3.371	-0.236
11000	SLC27A3	solute carrier family 27 member 3	2.506	-0.438
57459	GATAD2B	GATA zinc finger domain containing 2B	3.088	-0.408
27173	SLC39A1	solute carrier family 39 member 1	3.167	0.282
5872	RAB13	RAB13, member RAS oncogene family	3.013	0.357
7170	TPM3	tropomyosin 3	3.642	-0.584
25912	C1orf43	chromosome 1 open reading frame 43	3.755	0.209
10456	HAX1	HCLS1 associated protein X-1	3.511	0.234
89872	AQP10	aquaporin 10	1.089	-3.49
57198	ATP8B2	ATPase phospholipid transporting 8B2	2.909	-0.406
3570	IL6R	interleukin 6 receptor	2.559	0.352
126668	TDRD10	tudor domain containing 10	2.253	-0.467
55585	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	3.143	0.369
100874097	UBE2Q1-AS1	UBE2Q1 antisense RNA 1	1.764	0.541
1141	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	2.953	-0.262
3782	KCNN3	potassium calcium-activated channel subfamily N member 3	2.368	-0.943
10654	PMVK	phosphomevalonate kinase	2.979	0.336
80308	FLAD1	flavin adenine dinucleotide synthetase 1	2.771	0.225
51043	ZBTB7B	zinc finger and BTB domain containing 7B	3.054	0.488
7059	THBS3	thrombospondin 3	2.629	-0.466
105371450	THBS3-AS1	THBS3 antisense RNA 1	2.031	-0.456
10712	ENTREP3	endosomal transmembrane epsin interactor 3	2.541	0.305
55870	ASH1L	ASH1 like histone lysine methyltransferase	3.47	0.355
101929703	LOC101929703	uncharacterized LOC101929703	1.336	-0.832
55154	MSTO1	misato mitochondrial distribution and morphology regulator 1	2.594	-0.25
55249	YY1AP1	YY1 associated protein 1	3.267	0.167
100129405	MSTO2P	misato family member 2, pseudogene	2.369	-0.262
23208	SYT11	synaptotagmin 11	3.049	-0.409
56893	UBQLN4	ubiquilin 4	2.981	0.193
28956	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	2.819	0.222
64218	SEMA4A	semaphorin 4A	1.846	-0.583
9673	SLC25A44	solute carrier family 25 member 44	2.96	0.131
100527963	PMF1-BGLAP	PMF1-BGLAP readthrough	2.55	0.499
11243	PMF1	polyamine modulated factor 1	2.881	0.243
79957	PAQR6	progestin and adipoQ receptor family member 6	1.623	-0.999
84283	TMEM79	transmembrane protein 79	1.908	-0.307
7203	CCT3	chaperonin containing TCP1 subunit 3	3.564	0.163
128239	IQGAP3	IQ motif containing GTPase activating protein 3	1.541	1.484
54865	GPATCH4	G-patch domain containing 4 (gene/pseudogene)	2.746	0.739
105371453	BCAN-AS1	BCAN antisense RNA 1	1.569	1.357
10763	NES	nestin	4.194	-0.543
79590	MRPL24	mitochondrial ribosomal protein L24	3.151	0.317
3068	HDGF	heparin binding growth factor	3.659	0.53
3645	INSRR	insulin receptor related receptor	1.34	0.602
2117	ETV3	ETS variant transcription factor 3	2.798	-0.209
922	CD5L	CD5 molecule like	1.376	2.018
911	CD1C	CD1c molecule	1.457	-1.945
913	CD1E	CD1e molecule	0.96	-2.629
3428	IFI16	interferon gamma inducible protein 16	3.084	0.303
100131825	CADM3-AS1	CADM3 antisense RNA 1	1.867	0.452
2205	FCER1A	Fc epsilon receptor Ia	1.509	-1.237
343413	FCRL6	Fc receptor like 6	1.026	-0.947
56833	SLAMF8	SLAM family member 8	2.256	-0.416
284677	SNHG28	small nucleolar RNA host gene 28	2.015	-0.594
480	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	2.269	-0.583
729867	LOC729867	uncharacterized LOC729867	1.935	0.965
8682	PEA15	proliferation and apoptosis adaptor protein 15	4.029	0.507
1314	COPA	COPI coat complex subunit alpha	3.701	-0.376
962	CD48	CD48 molecule	1.549	-0.562
55600	ITLN1	intelectin 1	1.74	2.071
100131187	TSTD1	thiosulfate sulfurtransferase like domain containing 1	2.097	-0.723
7391	USF1	upstream transcription factor 1	2.87	0.14
126823	KLHDC9	kelch domain containing 9	2.003	-0.936
5202	PFDN2	prefoldin subunit 2	2.808	0.207
9191	DEDD	death effector domain containing	2.889	0.165
51506	UFC1	ubiquitin-fold modifier conjugating enzyme 1	3.189	0.345
5498	PPOX	protoporphyrinogen oxidase	2.459	-0.297
2207	FCER1G	Fc epsilon receptor Ig	2.464	1.09
84134	TOMM40L	translocase of outer mitochondrial membrane 40 like	3.05	0.286
9970	NR1I3	nuclear receptor subfamily 1 group I member 3	2.097	0.384
257177	CFAP126	cilia and flagella associated protein 126	2.255	0.5
2214	FCGR3A	Fc gamma receptor IIIa	2.445	1.023
3311	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)	2.252	-0.708
22926	ATF6	activating transcription factor 6	3.099	0.228
6675	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	2.86	0.297
5999	RGS4	regulator of G protein signaling 4	2.181	-1.543
83540	NUF2	NUF2 component of NDC80 kinetochore complex	1.011	1.834
107985451	LOC107985451	uncharacterized LOC107985451	1.22	2.092
4009	LMX1A	LIM homeobox transcription factor 1 alpha	0.871	-1.625
400794	LRRC52-AS1	LRRC52 antisense RNA 1	1.722	-1.152
7371	UCK2	uridine-cytidine kinase 2	2.586	-0.418
149297	FAM78B	family with sequence similarity 78 member B	2.264	0.844
387597	ILDR2	immunoglobulin like domain containing receptor 2	2.559	-0.556
84944	MAEL	maelstrom spermatogenic transposon silencer	2.155	-0.541
10223	GPA33	glycoprotein A33	1.879	-1.154
92235	STYXL2	serine/threonine/tyrosine interacting like 2	3.91	-0.848
5451	POU2F1	POU class 2 homeobox 1	2.755	-0.201
919	CD247	CD247 molecule	1.411	-0.663
25874	MPC2	mitochondrial pyruvate carrier 2	3.643	0.194
55827	DCAF6	DDB1 and CUL4 associated factor 6	3.99	0.393
261726	TIPRL	TOR signaling pathway regulator	3.101	0.161
375035	SFT2D2	SFT2 domain containing 2	2.802	-0.443
6375	XCL1	X-C motif chemokine ligand 1	1.118	1.505
1805	DPT	dermatopontin	3.444	-1.011
6402	SELL	selectin L	2.021	-0.819
55732	C1orf112	chromosome 1 open reading frame 112	1.997	0.213
57147	SCYL3	SCY1 like pseudokinase 3	2.475	0.192
22920	KIFAP3	kinesin associated protein 3	3.362	-0.345
5396	PRRX1	paired related homeobox 1	3.448	-0.85
2329	FMO4	flavin containing dimethylaniline monoxygenase 4	2.439	-0.455
7151	TOP1P1	DNA topoisomerase I pseudogene 1	1.786	-0.443
23215	PRRC2C	proline rich coiled-coil 2C	3.411	0.229
4653	MYOC	myocilin	2.627	-1.096
51603	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase	2.79	0.188
102724528	LOC102724528	uncharacterized LOC102724528	1.769	0.508
92346	C1orf105	chromosome 1 open reading frame 105	2.164	2.25
5279	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	2.427	0.139
51430	SUCO	SUN domain containing ossification factor	2.93	0.263
9588	PRDX6	peroxiredoxin 6	3.894	0.58
339416	ANKRD45	ankyrin repeat domain 45	1.098	-1.276
60674	GAS5	growth arrest specific 5	2.61	-0.315
149041	RC3H1	ring finger and CCCH-type domains 1	3.006	-0.267
105371622	LOC105371622	uncharacterized LOC105371622	2.352	-0.528
27101	CACYBP	calcyclin binding protein	3.012	0.603
63931	MRPS14	mitochondrial ribosomal protein S14	2.804	0.128
63923	TNN	tenascin N	1.097	-1.004
9674	KIAA0040	KIAA0040	2.973	0.401
64326	COP1	COP1 E3 ubiquitin ligase	2.817	0.262
460	ASTN1	astrotactin 1	1.742	-0.489
105371629	LOC105371629	uncharacterized LOC105371629	2.314	-2.492
55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	2.525	0.619
9068	ANGPTL1	angiopoietin like 1	2.962	-0.576
9917	FAM20B	FAM20B glycosaminoglycan xylosylkinase	3.394	0.215
5768	QSOX1	quiescin sulfhydryl oxidase 1	3.549	0.493
84320	ACBD6	acyl-CoA binding domain containing 6	2.735	0.189
9213	XPR1	xenotropic and polytropic retrovirus receptor 1	3.781	-0.711
107985230	LOC107985230		1.197	-1.218
105371638	LINC02816	long intergenic non-protein coding RNA 2816	1.11	-1.866
57710	KIAA1614	KIAA1614	2.534	-0.182
51278	IER5	immediate early response 5	3.119	-0.531
777	CACNA1E	calcium voltage-gated channel subunit alpha1 E	1.502	2.501
80896	NPL	N-acetylneuraminate pyruvate lyase	2.055	0.595
9887	SMG7	SMG7 nonsense mediated mRNA decay factor	3.347	0.341
23127	COLGALT2	collagen beta(1-O)galactosyltransferase 2	2.782	-0.994
116461	TSEN15	tRNA splicing endonuclease subunit 15	2.892	0.179
81627	TRMT1L	tRNA methyltransferase 1 like	3.006	0.252
10216	PRG4	proteoglycan 4	2.463	-0.881
7175	TPR	translocated promoter region, nuclear basket protein	3.52	0.155
5743	PTGS2	prostaglandin-endoperoxide synthase 2	1.644	-1.074
51377	UCHL5	ubiquitin C-terminal hydrolase L5	3.064	0.455
51022	GLRX2	glutaredoxin 2	2.51	0.579
101929160	LOC101929160		1.324	0.397
8707	B3GALT2	beta-1,3-galactosyltransferase 2	3.152	1.064
343450	KCNT2	potassium sodium-activated channel subfamily T member 2	1.827	-0.939
3075	CFH	complement factor H	3.453	-0.62
3078	CFHR1	complement factor H related 1	2.295	-0.527
259266	ASPM	assembly factor for spindle microtubules	1.373	1.078
23418	CRB1	crumbs cell polarity complex component 1	0.965	-0.926
83479	DDX59	DEAD-box helicase 59	2.637	0.16
23046	KIF21B	kinesin family member 21B	1.773	-0.906
252839	TMEM9	transmembrane protein 9	2.736	-0.483
101929326	LOC101929326	uncharacterized LOC101929326	2.371	-0.666
7139	TNNT2	troponin T2, cardiac type	5.319	0.538
3898	LAD1	ladinin 1	2.328	2.252
7135	TNNI1	troponin I1, slow skeletal type	3.102	-4.036
23612	PHLDA3	pleckstrin homology like domain family A member 3	2.76	-0.42
107985246	CSRP1-AS1	CSRP1 antisense RNA 1	2.382	-0.433
149345	SHISA4	shisa family member 4	3.307	0.854
10440	TIMM17A	translocase of inner mitochondrial membrane 17A	3.36	0.235
6051	RNPEP	arginyl aminopeptidase	2.803	-0.224
112268254	LOC112268254		1.726	0.474
9283	GPR37L1	G protein-coupled receptor 37 like 1	1.469	-1.322
29089	UBE2T	ubiquitin conjugating enzyme E2 T	2.26	0.364
4660	PPP1R12B	protein phosphatase 1 regulatory subunit 12B	4.696	0.475
100506696	PCAT6	prostate cancer associated transcript 6	1.151	0.586
148709	ACTG1P25	actin gamma 1 pseudogene 25	2.016	-1.901
5877	RABIF	RAB interacting factor	2.286	0.338
51094	ADIPOR1	adiponectin receptor 1	3.502	0.242
51706	CYB5R1	cytochrome b5 reductase 1	3.667	-0.28
92703	TMEM183A	transmembrane protein 183A	2.766	0.138
1116	CHI3L1	chitinase 3 like 1	1.443	2.273
7832	BTG2	BTG anti-proliferation factor 2	3.719	-1.118
2331	FMOD	fibromodulin	3.445	-2.715
5549	PRELP	proline and arginine rich end leucine rich repeat protein	3.8	-1.141
9877	ZC3H11A	zinc finger CCCH-type containing 11A	3.45	0.246
100381270	ZBED6	zinc finger BED-type containing 6	2.128	0.695
9580	SOX13	SRY-box transcription factor 13	2.809	-0.199
55224	ETNK2	ethanolamine kinase 2	2.042	0.797
4194	MDM4	MDM4 regulator of p53	3.144	-0.47
23114	NFASC	neurofascin	3.137	-0.31
5129	CDK18	cyclin dependent kinase 18	3.771	0.342
85414	SLC45A3	solute carrier family 45 member 3	2.029	0.626
8934	RAB29	RAB29, member RAS oncogene family	2.811	0.54
254428	SLC41A1	solute carrier family 41 member 1	4.249	0.581
115019	SLC26A9	solute carrier family 26 member 9	3.145	0.476
440712	RHEX	regulator of hemoglobinization and erythroid cell expansion	1.05	-0.788
23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	2.876	-0.288
9261	MAPKAPK2	MAPK activated protein kinase 2	3.912	0.225
3586	IL10	interleukin 10	1.043	1.406
79098	C1orf116	chromosome 1 open reading frame 116	1.554	1.178
5208	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	3.637	0.496
107985251	LOC107985251	uncharacterized LOC107985251	1.327	-0.529
1604	CD55	CD55 molecule (Cromer blood group)	3.302	0.228
947	CD34	CD34 molecule	3.614	0.383
105372883	LINC02767	long intergenic non-protein coding RNA 2767	1.812	0.648
5362	PLXNA2	plexin A2	3.158	-0.423
3914	LAMB3	laminin subunit beta 3	2.024	1.18
50486	G0S2	G0/G1 switch 2	3.005	1.498
55733	HHAT	hedgehog acyltransferase	2.085	-0.535
7188	TRAF5	TNF receptor associated factor 5	2.419	-0.369
25896	INTS7	integrator complex subunit 7	2.539	0.205
51514	DTL	denticleless E3 ubiquitin protein ligase homolog	1.037	0.692
100131205	RPL21P28	ribosomal protein L21 pseudogene 28	2.853	0.442
101929541	LINC02608	long intergenic non-protein coding RNA 2608	1.499	0.894
5525	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	3.454	0.193
29937	NENF	neudesin neurotrophic factor	3.247	-0.266
467	ATF3	activating transcription factor 3	3.03	-0.934
102723761	LINC02773	long intergenic non-protein coding RNA 2773	1.339	0.613
28982	FLVCR1	FLVCR heme transporter 1	2.072	-0.408
79805	VASH2	vasohibin 2	1.455	0.792
90806	ANGEL2	angel homolog 2	2.695	-0.24
26750	RPS6KC1	ribosomal protein S6 kinase C1	2.756	0.313
105372912	LOC105372912	replaced by ID 26750	1.205	0.601
5629	PROX1	prospero homeobox 1	3.245	0.398
107985263	LOC107985263		2.918	-0.506
5784	PTPN14	protein tyrosine phosphatase non-receptor type 14	3.34	-0.506
1063	CENPF	centromere protein F	1.581	1.428
51018	RRP15	ribosomal RNA processing 15 homolog	2.85	0.306
728463	TGFB2-AS1	TGFB2 antisense RNA 1 (head to head)	1.155	-1.901
7042	TGFB2	transforming growth factor beta 2	2.59	-1.797
103611157	TGFB2-OT1	TGFB2 overlapping transcript 1	1.877	-2.184
127018	LYPLAL1	lysophospholipase like 1	3.133	-0.42
107984018	LOC107984018	uncharacterized LOC107984018	1.212	0.605
2058	EPRS1	glutamyl-prolyl-tRNA synthetase 1	3.477	0.286
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	3.598	0.178
25782	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2	3.031	0.198
4139	MARK1	microtubule affinity regulating kinase 1	2.883	0.166
79762	C1orf115	chromosome 1 open reading frame 115	2.845	0.819
64757	MTARC1	mitochondrial amidoxime reducing component 1	2.478	0.598
100873924	HLX-AS1	HLX antisense RNA 1	0.931	-0.521
375056	MIA3	MIA SH3 domain ER export factor 3	3.289	0.466
64853	AIDA	axin interactor, dorsalization associated	3.008	0.304
400823	FAM177B	family with sequence similarity 177 member B	1.885	-0.755
824	CAPN2	calpain 2	3.622	0.271
441124	GTF2IP20	general transcription factor IIi pseudogene 20	2.115	-0.343
100287497	SEPTIN7P13	septin 7 pseudogene 13	2.203	-0.598
8560	DEGS1	delta 4-desaturase, sphingolipid 1	3.093	0.431
80232	WDR26	WD repeat domain 26	3.567	0.24
149111	CNIH3	cornichon family AMPA receptor auxiliary protein 3	1.194	-0.711
127602	DNAH14	dynein axonemal heavy chain 14	1.369	0.932
55740	ENAH	ENAH actin regulator	3.576	-0.523
2052	EPHX1	epoxide hydrolase 1	3.152	0.3
10637	LEFTY1	left-right determination factor 1	1.12	-1.02
29920	PYCR2	pyrroline-5-carboxylate reductase 2	3.179	-0.285
7044	LEFTY2	left-right determination factor 2	1.815	-2.661
163859	SDE2	SDE2 telomere maintenance homolog	2.643	-0.344
286826	LIN9	lin-9 DREAM MuvB core complex component	2.882	0.343
142	PARP1	poly(ADP-ribose) polymerase 1	3.744	0.299
105373116	LOC105373116	uncharacterized LOC105373116	1.662	1.726
3707	ITPKB	inositol-trisphosphate 3-kinase B	3.012	0.364
5664	PSEN2	presenilin 2	2.673	0.271
56997	COQ8A	coenzyme Q8A	3.967	0.621
8476	CDC42BPA	CDC42 binding protein kinase alpha	3.388	0.271
116841	SNAP47	synaptosome associated protein 47	3.234	-1.331
